ID,Name,Concepticon_ID,Concepticon_Gloss,Chinese_Gloss
54_clfforfruit,clf. for fruit,3246,FRUIT (CLASSIFIER),个（水果，大的）〈量〉
55_banana,banana,868,BANANA,芭蕉
56_pear,pear,922,PEAR,梨
57_kiwi,kiwi,3247,KIWIFRUIT,猕猴桃
58_seed,seed,714,SEED,种子
59_sugarcane,sugarcane,146,SUGAR CANE,甘蔗
60_mountaingrass,mountain grass,,,草（茅草）
61_fieldgrass,field grass,606,GRASS,草（牛吃的）
62_rice,rice,926,RICE,米，饭
63_stickyrice,sticky rice,2750,GLUTINOUS RICE,糯米
64_millet,millet,931,MILLET,小米
65_stickyricecake,sticky rice cake,,,糯米粑
66_seedling,seedling,3050,SEEDLING,秧（水稻的秧）
67_paddy,paddy,140,PADDY FIELD,田（稻田）
68_land,land,626,LAND,地（干田）
69_earofgrain,ear of grain,3244,EAR (OF GRAIN),穗
70_chaff,chaff,2363,CHAFF (HUSK),糠
71_topofricesteam,top of rice steam,,,穗草（稻芯）
72_ricegrass,rice grass,3391,RICE STRAW,稻草
73_vegetable,vegetable,924,VEGETABLES,菜（蔬菜）
74_spinach,spinach,975,SPINACH,菠菜
75_chinesechives,Chinese chives,,,韭菜
76_coriander,coriander,3241,CORIANDER,芫荽（香菜）
77_mustard,mustard,3181,MUSTARD,青菜（芥菜）
78_bean,bean,832,BEAN,豆
79_pod,pod,,,豆荚
80_sesame,sesame,2797,SESAME,芝麻
81_ginger,ginger,2500,GINGER,姜
82_chilli,chilli,919,CHILI PEPPER,辣椒
83_pricklyash,pricklyash,3253,PRICKLY ASH,花椒
84_taro,taro,351,TARO,芋头
85_mushroom,mushroom,641,MUSHROOM,菌子
86_mould,mould,3251,MOLD (GET ROTTEN),霉
87_ox,ox,1153,CATTLE,牛（黄牛）
88_water,water,2516,WATER BUFFALO,水牛
89_pig,pig,1337,PIG,猪
90_wildboar,wildboar,3154,WILD BOAR,野猪
91_goat,goat,1502,GOAT,羊（养的）
92_chicken,chicken,1318,CHICKEN,鸡
93_young,young,,,未下蛋的母鸡
94_duck,duck,1360,DUCK,鸭
95_goose,goose,1187,GOOSE,鹅
96_bird,bird,937,BIRD,鸟
97_dove,dove,1853,DOVE,鸽子
98_crow,crow,913,CROW,乌鸦
99_horse,horse,615,HORSE,马
100_dog,dog,2009,DOG,狗
101_cat,cat,1208,CAT,猫
102_tiger,tiger,846,TIGER,老虎
103_bear,bear,1820,BEAR,熊
104_rat,rat,1490,RAT,老鼠
105_monkey,monkey,1350,MONKEY,猴子
106_otter,otter,15,OTTER,水獭
107_pangolin,pangolin,2508,PANGOLIN,穿山甲
108_porcupine,porcupine,2510,PORCUPINE,豪猪（箭猪）
109_smallfrog,small frog,3245,FROG (SMALL),青蛙（小的）
110_turtle,turtle,112,TURTLE,乌龟（水里面）
111_riversnail,river snail,,,螺蛳
112_crab,crab,2348,CRAB,螃蟹
113_fish,fish,227,FISH,鱼
114_cruciancarp,crucian carp,2784,CRUCIAN CARP,鲫鱼
115_shrimp,shrimp,2349,SHRIMP,虾
116_insect,insect,620,INSECT,虫
117_fly,fly,1504,FLY (INSECT),苍蝇
118_butterfly,butterfly,1791,BUTTERFLY,蝴蝶
119_bee,bee,665,BEE,蜜蜂
120_wasphornet,"wasp, hornet",1517,WASP,黄蜂（通称）
121_ant,ant,587,ANT,蚂蚁
122_locust,locust,810,LOCUST,蝗虫（蚂蚱）
123_fieldcricket,field cricket,2354,CRICKET,蟋蟀
124_grasshopper,grasshopper,607,GRASSHOPPER,蚱蜢（扁担勾）
125_mantis,mantis,3279,MANTIS,螳螂
126_centipede,centipede,1974,CENTIPEDE,蜈蚣
127_bodylouse,body louse,311,BODY LOUSE,虱子（身上的）
128_headlouse,head louse,310,HEAD LOUSE,虱子（头上的）
129_bedbug,bedbug,1949,BEDBUG,臭虫（家里）
130_stinkbug,stink bug,,,臭虫（山上）
131_flea,flea,232,FLEA,跳蚤
132_maggot,maggot,2640,LARVA,蛆
133_worm,worm,2350,EARTHWORM,蚯蚓
134_leech,leech,949,WATER LEECH,蚂蝗
135_snake,snake,730,SNAKE,蛇
136_dragon,dragon,2038,DRAGON,龙
137_gills,gills,1916,GILL,鱼鳃
138_scales,scales,266,SCALE,鱼鳞
139_horn,horn,1393,HORN (ANATOMY),角（牛角）
140_wing,wing,1257,WING,翅膀
141_feather,feather,1201,FEATHER,羽毛
142_egg,egg,744,EGG,蛋
143_claw,claw,72,CLAW,爪
144_tail,tail,1220,TAIL,尾巴
145_head,head,1256,HEAD,头
146_headhair,head hair,2648,HAIR (HEAD),头发
147_finebodyhair,fine body hair,189,HAIR (BODY),寒毛
148_forehead,forehead,123,FOREHEAD,额头
149_face,face,1560,FACE,脸
150_cheeks,cheeks,1730,CHEEK,脸颊
151_eye,eye,1248,EYE,眼睛
152_ear,ear,1247,EAR,耳
153_nose,nose,1221,NOSE,鼻子
154_nasalmucus,nasal mucus,208,NASAL MUCUS (SNOT),鼻涕
155_mouth,mouth,674,MOUTH,嘴巴
156_saliva,saliva,1503,SALIVA,口水
157_tongue,tongue,1205,TONGUE,舌头
158_tooth,tooth,1380,TOOTH,牙齿
159_beard,beard,678,BEARD,胡须
160_neck,neck,1333,NECK,脖子
161_shoulder,shoulder,1482,SHOULDER,肩膀
162_arm,arm,1673,ARM,胳膊
163_armpit,armpit,1886,ARMPIT,腋下
164_hand,hand,1277,HAND,手
165_palm,palm,1183,PALM OF HAND,手掌
166_fist,fist,1473,FIST,拳
167_fingernail,fingernail,1258,FINGERNAIL,指甲
168_chest,chest,1592,CHEST,胸脯
169_navel,navel,1838,NAVEL,肚脐
170_breast,breast,1402,BREAST,乳房
171_leg,leg,1297,LEG,腿
172_knee,knee,1371,KNEE,膝盖
173_foot,foot,1301,FOOT,脚
174_bone,bone,1394,BONE,骨头
175_spine,spine,805,SPINE,脊骨
176_rib,rib,801,RIB,肋骨
177_skin,skin,763,SKIN,皮
178_heart,heart,1223,HEART,心脏
179_lungs,lungs,688,LUNG,肺脏
180_liver,liver,1224,LIVER,肝脏
181_pancreas,pancreas,3252,PANCREAS,胰脏
182_belly,belly,1251,BELLY,肚子
183_intestines,intestines,1991,INTESTINES,肠子
184_body,body,1480,BODY,身体
185_blood,blood,946,BLOOD,血
186_excrement,excrement,675,FAECES (EXCREMENT),屎
187_urine,urine,1142,URINE,尿
188_meat,meat,634,MEAT,肉
189_oil,oil,1484,OIL (ORGANIC SUBSTANCE),油
190_salt,salt,1274,SALT,盐
191_tea,tea,1373,TEA,茶
192_liquor,liquor,842,LIQUOR,酒
193_stickyricedumpling,sticky rice dumpling,,,粽子
194_congee,congee,2049,CONGEE,粥
195_dippingsauce,dipping sauce,,,蘸水
196_odour,odour,2938,FLAVOR,气味（味道）
197_chopsticks,chopsticks,1987,CHOPSTICKS,筷子
198_bowl,bowl,1530,BOWL,碗
199_dish,dish,481,DISH,碟子（浅的）
200_cup,cup,476,CUP,杯
201_spoon,spoon,1378,SPOON,汤匙（用来喝汤的）
202_wok,wok,2056,WOK,锅（炒菜锅）
203_wokstand,wok stand,,,锅架（三脚架）
204_ricesteamer,rice steamer,3431,RICE STEAMER,甑子
205_winnowingfan,winnowing fan,2051,DUSTPAN,簸箕
206_knife,knife,1352,KNIFE,刀
207_scissors,scissors,356,SHEARS,剪刀
208_axe,axe,677,AXE,斧头
209_sickle,sickle,341,SICKLE,镰刀
210_hoe,hoe,284,HOE,锄头
211_longbow,longbow,994,BOW,弓
212_crossbow,crossbow,3193,CROSSBOW,弩
213_arrow,arrow,977,ARROW,箭
214_endtipa,"end, tip A",2992,TIP (OF OBJECT),末端（树梢）A
215_endtipb,"end, tip B",2992,TIP (OF OBJECT),末端（树梢）B
216_yoke,yoke,14,YOKE,轭（牛轭）
217_shoulderpole,shoulder pole,3432,SHOULDER POLE,扁担
218_well,well,954,WELL,井
219_strawdryingmat,straw drying mat,,,席子（草做的）
220_bamboomat,bamboo mat,3240,BAMBOO MAT,席子（竹子做的）
221_quilt,quilt,2048,QUILT,被子（棉被）
222_table,table,1775,TABLE,桌子
223_stool,stool,2058,STOOL,凳子
224_book,book,963,BOOK,书，字
227_gong,gong,2502,GONG,锣
228_bronzedrum,bronze drum,,,铜鼓
229_topgame,top (game),,,陀螺
230_coop,coop,3401,HENHOUSE,圈（鸡圈）
231_lairburrow,"lair, burrow",2949,LAIR,窝（老鼠住的）
232_room,room,1450,ROOM,房间（房圈）
233_toilet,toilet,219,TOILET,厕所
234_wallwooden,wall(wooden),,,墙壁（木房的）
235_door,door,1567,DOOR,门
236_key,key,1472,KEY,钥匙
237_tile,tile,3404,TILE,瓦
238_net,net,2963,NET,渔网
239_rope,rope,1218,ROPE,绳子
240_cloth,cloth,1616,CLOTH,布
241_clothinloom,cloth in loom,,,布（在织布机里，还没织完）
242_clothes,clothes,1895,CLOTHES,衣服
243_hat,hat,771,HAT,帽子
244_bamboohat,bamboo hat,2160,BAMBOO HAT,斗笠
245_glove,glove,867,GLOVE,手套
246_socks,socks,1522,SOCK,袜子
247_kerchief,kerchief,1020,HANDKERCHIEF,帕
248_medicine,medicine,1372,MEDICINE,药
249_strength,strength,202,STRENGTH,力量
250_money,money,1559,MONEY,钱
251_village,village,930,VILLAGE,村寨
252_place,place,723,PLACE (POSITION),地区
253_vehicle,vehicle,2549,VEHICLE,车
254_boat,boat,1844,BOAT,船（小）
255_lograft,lograft,1664,RAFT,木筏
256_road,road,2457,PATH OR ROAD,路
257_footprint,footprint,318,FOOTPRINT,脚印（印迹）
258_home,home,2406,HOME,家
259_garden,garden,586,GARDEN,园（菜园）
260_shadow,shadow,1388,SHADE,影子
261_dream,dream,2374,DREAM,梦
262_ghost,ghost,53,SPIRIT,鬼（鬼神）
263_person,person,683,PERSON,人
264_father,father,1217,FATHER,父亲
265_mother,mother,1216,MOTHER,母亲
266_maternaluncleelder,maternal uncle (elder),3249,MATERNAL UNCLE (MOTHER'S OLDER BROTHER),大舅（妈之兄）
267_maternaluncleyounger,maternal uncle (younger),3250,MATERNAL UNCLE (MOTHER'S YOUNGER BROTHER),小舅（妈之弟）
268_maternalaunt,maternal aunt,,,舅母（妈之姐）
269_grandfather,grand-father,1383,GRANDFATHER,爷爷
270_grandmother,grand-mother,1496,GRANDMOTHER,奶奶
271_husband,husband,1200,HUSBAND,丈夫
272_wife,wife,1199,WIFE,妻子
273_soninlaw,son-in-law,1056,SON-IN-LAW,女婿
274_daughterinlaw,daughter-in-law,1057,DAUGHTER-IN-LAW,媳妇（儿媳）
275_son,son,1620,SON,儿子
276_daughter,daughter,1357,DAUGHTER,女儿
277_grandchild,grandchild,1618,GRANDSON,孙子
278_elderbrother,elder brother,1759,OLDER BROTHER,哥哥
279_eldersister,elder sister,1758,OLDER SISTER,姐姐
280_youngersiblings,younger siblings,427,YOUNGER SIBLING,弟或妹
281_childwhelp,"child, whelp",3254,YOUNG ANIMAL,崽
282_guest,guest,1782,GUEST,客人
283_friend,friend,1325,FRIEND,朋友
284_han,Han,3373,HAN CHINESE,汉族（或外来人）
285_sui,Sui,,,水族
286_miao,Miao,,,苗族
287_yao,Yao,,,瑶族
288_bouyei,Bouyei,,,布依族
289_kam,Kam,,,侗族
290_hunchback,hunchback,99,HUNCHBACK,驼背
291_name,name,1405,NAME,名字
292_toeat,to eat,1336,EAT,吃
293_todrink,to drink,1401,DRINK,喝
294_tofeed,to feed,739,FEED,喂（喂小孩）
295_toraise,to raise,501,LIFT,养（养鸡）
296_tohatch,to hatch,3116,HATCH (OUT),孵
297_tolick,to lick,319,LICK,舔
298_torinseout,to rinse out,,,漱口
299_tobuy,to buy,1869,BUY,买
300_tosell,to sell,1571,SELL,卖
305_tothrowaway,to throw away,3696,THROW AWAY,扔
306_toexchange,to exchange,2509,EXCHANGE,换（交换）
307_togive,to give,1447,GIVE,给
308_toborrow,to borrow,1823,BORROW,借
309_tosteal,to steal,713,STEAL,偷
310_tolose,to lose,3072,MISPLACE,丢（丢失）
311_topulla,to pull A,1455,PULL,拉（人）
312_topullb,to pull B,1455,PULL,拉（东西在地上）
313_topullupsleeves,to pull up (sleeves),,,"拉上（裤筒, 袖子）"
315_torollupcloth,to roll up (cloth),,,卷起
316_tomove,to move,765,MOVE,动
317_togo,to go,695,GO,去
318_tocomeout,to come out,1107,GO OUT,出（小鸡从鸡蛋里出来）
319_toarrive,to arrive,1387,ARRIVE,到
320_tocome,to come,1446,COME,来
321_towalk,to walk,1443,WALK,走（路）
322_togoforawalk,to go for a walk,2890,WALK (TAKE A WALK),散步
323_tohavefun,to have fun,3239,AMUSE ONESELF (HAVE FUN),玩
326_toclimb,to climb,1102,CLIMB,爬（爬山）
327_tocrosspass,"to cross, pass",1951,PASS,过（经过）
328_tochasepursue,"to chase, pursue",1047,PURSUE,追
329_totripinahole,to trip in a hole,,,陷脚
330_toride,to ride,367,RIDE,骑
331_tokick,to kick,1135,KICK,踢（如用力踢开门）
332_tofall,to fall,1280,FALL,落（掉）
333_tosit,to sit,1416,SIT,坐
334_tokneel,to kneel,66,KNEEL,跪
337_toleanoneachother,to lean on each other,,,靠（靠在一起，支撑）
338_torestupon,to rest upon,,,置（被支撑）
339_tosleep,to sleep,1585,SLEEP,睡
340_torest,to rest,168,REST,歇
341_towakeup,to wake up,1602,WAKE UP,醒
342_togetup,to get up,1512,RISE (ONESELF),起来（起床）
343_tobathe,to bathe,138,BATHE,洗澡
344_toswim,to swim,1439,SWIM,游泳
345_todive,to dive,119,DIVE,潜水
347_tofly,to fly,1441,FLY (MOVE THROUGH AIR),飞
348_towashhands,to wash (hands),1453,WASH,洗（脸）
349_towashclothes,to wash (clothes),2503,LAUNDER (WASH CLOTHES),洗（衣服）
350_toplough,to plough,1921,PLOUGH,犁（田）
351_topullupweeds,to pull up (weeds),3548,PULL UP WEEDS,薅
352_todigup,to dig up,,,挖（从地里挖出土豆）
353_tocut,to cut,1432,CUT,割（草）
354_tosharpen,to sharpen,251,SHARPEN (SOMETHING),磨（刀）
355_todye,to dye,157,DYE,染
358_toconsider,to consider,1415,THINK (REFLECT),思考，想
359_tomisssb,to miss (sb.),2328,MISS (SOMEBODY),挂念
360_tolook,to look,1819,LOOK,看
361_toseek,to seek,1468,LOOK FOR,寻找
362_tosee,to see,1409,SEE,看见
363_tocomeacross,to come across,719,FIND,遇，遇见
364_toraisehead,to raise (head),,,抬（起头来）
365_togaze,to gaze,,,望（远处）
366_tofaceupward,to face upward,,,仰（仰头的状态）
369_totell,to tell,,,说，指责（“我说你！”）
370_tosing,to sing,1261,SING,唱（水歌）
371_toscold,to scold,299,SCOLD,骂
372_toaccompany,to accompany,1542,ACCOMPANY,陪
373_toask,to ask,1309,ASK (INQUIRE),问
374_tochat,to chat,2903,CHAT (WITH SOMEBODY),聊天，玩
375_tolie,to lie,601,LIE (MISLEAD),撒谎，假
376_toagree,to agree,,,同意
377_tobewillingto,to be willing to,,,愿意
378_tolaugh,to laugh,1355,LAUGH,笑
379_tocry,to cry,1839,CRY,哭
380_toblow,to blow,176,BLOW (WITH MOUTH),吹
381_tountie,to untie,352,UNTIE,解（解开鞋带 ）
382_tobark,to bark,1206,BARKING,吠
383_tograze,to graze,3058,GRAZE,放（牛）
384_togrow,to grow,,,栽（菜）
385_toplantseedings,to plant (seedings),1486,PLANT (SOMETHING),栽（秧）
386_tobearfruit,to bear (fruit),3054,BEAR FRUIT,结（果子）
387_tocall,to call,1084,CALL,叫（人过来）
388_tofeelwithhands,to feel (with hands),2559,FEEL (TACTUALLY),摸
389_towrite,to write,1672,WRITE,写
390_tocarryonbody,to carry on body,976,WEAR,佩戴（刀，手表等）
391_toselect,to select,1750,CHOOSE,挑选
392_tohide,to hide,2486,HIDE,躲
393_topourout,to pour out,1487,POUR,倒（倒出来）
394_tospurt,to spurt,,,喷
395_tobrushon,to brush on,,,涂上（漆在棺材上）
396_tosweep,to sweep,230,SWEEP,扫
397_toopendoor,to open (door),1156,OPEN,开（门）
398_toopenmouth,to open (mouth),,,张（嘴）
399_toturnoff,to turn off,1046,SHUT,关（门）
400_toshuteyes,to shut (eyes),2063,CLOSE (EYES),闭（眼睛）
401_toholdinmouth,to hold in mouth,,,衔
402_tobite,to bite,1403,BITE,咬
403_tonod,to nod,,,点（头）
404_towring,to wring,,,拧（毛巾）
405_toturninsideout,to turn inside out,,,反（把里面翻到外面）
406_toturnover,to turn over,1445,TURN (SOMETHING),翻（翻身）
407_toturnpages,to turn (pages),,,翻（书）
408_toweavecloth,to weave (cloth),133,WEAVE,织（布）
409_toweaveabasket,to weave (a basket),,,编（篮子）
410_tosew,to sew,1457,SEW,缝（用手）
411_toerect,to erect,,,搭（桥）
412_completet,completet,,,完（用完了）
413_tobecome,to become,1990,BECOME,成，成为
414_tocomplain,to complain,3642,COMPLAIN,责怪，抱怨
415_tolove,to love,923,LOVE,爱，疼爱（小孩）
416_tolike,to like,1117,LIKE,喜欢
417_tosnap,to snap,2558,BREAK (CLEAVE),断（筷子断了）
418_totearintotwopaper,to tear into two (paper),,,撕开（撕成两块）
419_totearcloth,to tear (cloth),1735,TEAR (SHRED),撕（撕布）
420_tobendover,to bend over,2761,BEND (ONESELF),弯（下身来）
421_tofear,to fear,1419,FEAR (BE AFRAID),怕
422_tocover,to cover,761,COVER,罩（用罩盖菜）
423_tocook,to cook,1100,COOK (SOMETHING),煮（菜；通称）
424_tofry,to fry,991,FRY,炒（菜）
425_toroast,to roast,1962,ROAST (SOMETHING),烤（肉串）
426_tosoak,to soak,2069,SOAK (VERB),泡（米）
427_toextinguish,to extinguish,127,EXTINGUISH,熄灭
428_topeel,to peel,275,PEEL,削（皮）
429_topound,to pound,3768,POUND (FOOD),舂（米）
430_towipe,to wipe,1454,WIPE,擦（擦桌子）
431_toscrub,to scrub,,,搓洗（用力地）
432_towarmoneself,to warm oneself,2032,WARM UP,烤（火）
433_todrybythefire,to dry by the fire,,,烤，烘干（衣服）
434_todryinsun,to dry in sun,3364,DRY IN SUN,晾（衣服）
435_toburnfields,to burn (fields),3539,BURN LAND,烧（地）
436_toknowafact,to know (a fact),1410,KNOW (SOMETHING),知道
437_toknowaperson,to know (a person),2248,KNOW (SOMEBODY),认识
438_towait,to wait,1590,WAIT (FOR),等
439_tohave,to have,773,HAVE,有
440_totake,to take,1749,TAKE,拿（拿给你）
441_towant,to want,1784,WANT,要
442_todo,to do,813,DO,做（做事情）
443_todisappear,to disappear,485,DISAPPEAR,消失
444_toforget,to forget,1523,FORGET,忘记
445_tocarryonshoulderpole,to carry on shoulder pole,3438,CARRY (WITH POLE ON SHOULDER),挑（水）
446_carryovershoulder,carry over shoulder,413,CARRY ON SHOULDER,挎
447_tocarryonback,to carry on back,465,CARRY ON BACK,背（小孩）
448_toholdachild,to hold (a child),,,抱（小孩）
449_tohurt,to hurt,2411,HURT (SOMEBODY),痛
450_toitch,to itch,149,ITCHY,痒
451_toscratch,to scratch,1436,SCRATCH,抓痒
452_todrip,to drip,2253,DRIP (EMIT LIQUID),滴
453_toperspire,to perspire,126,SWEAT (PERSPIRE),出汗
454_tosneeze,to sneeze,1621,SNEEZE,打喷嚏
455_tovomit,to vomit,1278,VOMIT,呕吐
456_tofart,to fart,1159,FART,放屁
457_todie,to die,1494,DIE,死
458_tokill,to kill,1417,KILL,杀
459_sgime,"¹ sG; I, me",1209,I,我
460_sgyou,² sG; you,1215,THOU,你
461_sgheshe,"³ sG; he, she",2642,HE OR SHE,他
462_1plweincl,1PL; we(incl.),1131,WE (INCLUSIVE),咱们
463_1plweexcl,1PL; we(excl.),1130,WE (EXCLUSIVE),我们
464_plyou,² pL; you,1213,YOU,你们
465_plthey,³ pL; they,817,THEY,他们
466_this,this,1214,THIS,这
467_that,that,78,THAT,那
468_what,what,1236,WHAT,什么？
469_who,who,1235,WHO,谁
470_where,where,1237,WHERE,哪里？
471_place,place,,,处〈方位词〉(如这里)
472_side,side,682,SIDE,边（如那边）
473_left,left,244,LEFT,左（左边）
474_right,right,1019,RIGHT,右（右边）
475_middle,middle,1093,MIDDLE,中（中间）
476_in,in,1460,IN,里（里面）
477_out,out,762,OUTSIDE,外（外面）
478_behind,behind,1686,BEHIND,后（后面）
479_along,along,,,沿着（沿着路走）
480_at,at,1461,AT,在，住
481_not,not,1240,NOT,不
482_very,very,1311,VERY,很，太
483_clfforanimal,clf. for animal,3056,ANIMAL (CLASSIFIER),头，只〈量〉
484_onesingle,"one, single",,,一，单一
485_one,one,1493,ONE,一（一个人）
486_onefirst,one (first),728,FIRST,一（第一）
487_two,two,1498,TWO,二
488_twosecond,two (second),1384,SECOND,二（第二）
489_three,three,492,THREE,三
490_four,four,1500,FOUR,四
491_five,five,493,FIVE,五
492_six,six,1703,SIX,六
493_seven,seven,1704,SEVEN,七
494_eight,eight,1705,EIGHT,八
495_nine,nine,1483,NINE,九
496_ten,ten,1515,TEN,十
497_hundred,hundred,1634,HUNDRED,百
498_zero,zero,1294,ZERO,零
499_half,half,816,HALF,半（木头的一半）
500_tobe,to be,1579,BE,是
501_expensive,expensive,1426,EXPENSIVE,贵
502_cheap,cheap,1887,CHEAP,便宜
503_hot,hot,1286,HOT,热（身体）
504_cold,cold,1287,COLD,冷（天气）
505_coldweather,cold (weather),2483,COLD (OF WEATHER),凉（凉快）
506_coolbody,cool (body),,,冷（身体）
507_clearday,clear (day),,,晴
508_bright,bright,679,BRIGHT,亮
509_gloomy,gloomy,1552,GLOOMY,暗（光线不好）
510_darknight,dark (night),706,DARK,黑（黑夜）
511_white,white,1335,WHITE,白（白色）
512_black,black,163,BLACK,黑（黑色）
513_grey,grey,153,GREY,灰（灰色）
514_red,red,156,RED,红（红色）
515_yellow,yellow,1424,YELLOW,黄（黄色）
516_green,green,1425,GREEN,绿（绿色）
517_earlymorning,early (morning),672,EARLY,早（早上，很早）
518_lateevening,late (evening),477,LATE,晚（晚上）
519_latedelayed,"late, delayed",425,BE LATE,晚，迟（来得晚）
520_firstbefore,"first, before",2915,AT FIRST,先
521_clever,clever,1310,CLEVER,聪明，有智慧
522_sharpquickwitted,"sharp, quick-witted",,,机灵
523_stupid,stupid,1518,STUPID,傻
524_beautiful,beautiful,1427,BEAUTIFUL,漂亮
525_deaf,deaf,996,DEAF,聋
526_ashame,a shame,,,可惜
527_tired,tired,1757,TIRED,累
528_bored,bored,,,烦闷（郁闷）
529_lazy,lazy,1564,LAZY,懒
530_shorttempered,short-tempered,,,毛躁（容易发脾气）
531_insane,insane,1899,MAD,癫，疯
532_difficult,difficult,584,DIFFICULT,难（难学）
533_toilsome,toilsome,,,辛苦
534_raw,raw,1959,RAW,生（肉）
535_cooked,cooked,269,COOKED,熟
536_hungry,hungry,1533,BE HUNGRY,饿
537_satiated,satiated,106,SATIATED,饱
538_full,full,1429,FULL,满
539_leftover,left over,,,剩（剩饭）
540_fragrant,fragrant,376,FRAGRANT,香
541_stinky,stinky,42,STINKING,臭
542_tasty,tasty,1813,TASTY,好吃
543_sweet,sweet,717,SWEET,甜
544_sour,sour,1906,SOUR,酸
545_bitter,bitter,887,BITTER,苦
546_salty,salty,1091,SALTY,咸
547_fishy,fishy,,,腥（味）
548_puckery,puckery,,,涩（味）
549_bland,bland,2181,LIGHT (IN TASTE),淡
550_crispy,crispy,,,脆
551_wetclothes,wet (clothes),1726,WET,湿（衣服湿）
552_dryclothes,dry (clothes),1398,DRY,干（衣服干）
553_soft,soft,1856,SOFT,软
554_hard,hard,1884,HARD,硬
555_roundspherical,round (spherical),2303,SPHERICAL (ROUND IN THREE DIMENSIONS),圆（球形）
556_thick,thick,1244,THICK,厚
557_thinflat,thin (flat),2306,THIN (OF LEAF AND CLOTH),薄
558_finesand,fine (sand),2157,FINE OR THIN,细（沙子）
559_narrow,narrow,1267,NARROW,窄
560_big,big,1202,BIG,大
561_small,small,1246,SMALL,小
562_lightweight,light (weight),1052,LIGHT (WEIGHT),轻
563_heavy,heavy,1210,HEAVY,重
564_long,long,1203,LONG,长
565_shortlength,short (length),1645,SHORT,短
566_high,high,1265,HIGH,高
567_low,low,721,LOW,矮
568_far,far,1406,FAR,远
569_near,near,1942,NEAR,近
570_steep,steep,2717,STEEP,陡
571_straight,straight,1404,STRAIGHT,直
572_deep,deep,1593,DEEP,深
573_shallow,shallow,193,SHALLOW,浅
574_tightclothes,tight (clothes),3053,TIGHT,紧（衣服紧）
575_many,many,1198,MANY,多
576_few,few,1242,FEW,少
577_clear,clear,989,CLEAR,清楚（讲得清楚）
578_clean,clean,704,CLEAN,干净（洗得干净的）
579_concave,concave,,,凹
580_pointed,pointed,372,POINTED,尖
581_sharpblade,sharp (blade),1396,SHARP,锋利
582_fat,fat,1279,FAT (OBESE),肥
583_skinny,skinny,1400,THIN (SLIM),瘦
584_male,male,1553,MALE,男
585_female,female,1551,FEMALE,女
586_rich,rich,712,RICH,富
587_poor,poor,1674,POOR,穷
588_good,good,1035,GOOD,好
589_badbroken,"bad, broken",1292,BAD,坏（电视机坏了）
590_fast,fast,1631,FAST,快
591_slow,slow,701,SLOW,慢（慢走！）
592_new,new,1231,NEW,新
593_oldthing,old (thing),2113,OLD (USED),旧
594_halfoldhalfnew,half old half new,,,半新旧
595_wellbehaved,well-behaved,,,乖，听话
596_hardworking,hard-working,,,勤劳
597_muddy,muddy,,,泥，烂（马路）
598_awhile,a while,726,WHILE,一会儿（坐一会儿）
599_foramoment,for a moment,374,ONE TIME,一下（过来一下）
