116 	虫 	insect
117 	苍蝇 	fly
118 	蝴蝶 	butterfly
119 	蜜蜂 	bee
120 	黄蜂（通称） 	hornet (general word)
121 	蚂蚁 	ant
122 	蝗虫（蚂蚱） 	locust
123 	蟋蟀 	field cricket
124 	蚱蜢（扁担勾） 	grasshopper (long legs)
125 	螳螂 	mantis
126 	蜈蚣 	centipede
127 	虱子（身上的） 	louse (on body / in clothes; NOT on head)
128 	虱子（头上的） 	louse (in hair)
129 	臭虫（家里） 	bedbug
130 	臭虫（山上） 	smelly bug (outdoors)
131 	跳蚤 	flea
132 	蛆 	maggot
133 	蚯蚓 	worm
134 	蚂蝗 	leech
135 	蛇 	snake
136 	龙 	dragon
137 	鱼鳃 	gills
138 	鱼鳞 	scales
139 	角（牛角） 	horn
140 	翅膀 	wing
141 	羽毛 	feather
142 	蛋 	egg
143 	爪 	claw
144 	尾巴 	tail
145 	头 	head
146 	头发 	hair (on head)
147 	寒毛 	hair (fine hair on human body)
148 	额头 	forehead
149 	脸 	face
150 	脸颊 	cheeks
151 	眼睛 	eye
152 	耳 	ear
153 	鼻子 	nose
154 	鼻涕 	nasal mucus, snot
155 	嘴巴 	mouth
156 	口水 	saliva
157 	舌头 	tongue
158 	牙齿 	tooth
159 	胡须 	beard
160 	脖子 	neck
161 	肩膀 	shoulder
162 	胳膊 	arm
163 	腋下 	armpit
164 	手 	hand
165 	手掌 	palm
166 	拳 	fist
167 	指甲 	fingernail
168 	胸脯 	chest
169 	肚脐 	navel
170 	乳房 	breast
171 	腿 	leg
172 	膝盖 	knee
173 	脚 	foot
174 	骨头 	bone
175 	脊骨 	spine (= back-bone)
176 	肋骨 	rib
177 	皮 	skin
178 	心脏 	heart
179 	肺脏 	lungs
180 	肝脏 	liver
181 	胰脏 	pancreas
182 	肚子 	belly
183 	肠子 	intestines
184 	身体 	body
185 	血 	blood
186 	屎 	excrement
187 	尿 	urine
188 	肉 	meat
189 	油 	oil
190 	盐 	salt
191 	茶 	tea
192 	酒 	liquor
193 	粽子 	sticky rice dumpling
194 	粥 	rice porridge, congee
195 	蘸水 	dipping sauce (for hotpot etc.)
196 	气味（味道） 	smell, odour, aroma
197 	筷子 	chopsticks
198 	碗 	small bowl
199 	碟子（浅的） 	dish, plate (shallow)
200 	杯 	cup
201 	汤匙（用来喝汤的） 	spoon (for drinking soup)
202 	锅（炒菜锅） 	wok, pan, pot
203 	锅架（三脚架） 	wok stand (tripod)
204 	甑子 	rice steamer
205 	簸箕 	winnowing basket, winnowing fan
206 	刀 	knife
207 	剪刀 	scissors
208 	斧头 	axe
209 	镰刀 	sickle, scythe
210 	锄头 	hoe
211 	弓 	bow (long-bow)
212 	弩 	crossbow
213 	箭 	arrow
214 	末端（树梢）A 	end, tip (e.g. tree top) A
215 	末端（树梢）B 	end, tip (e.g. tree top) B
216 	轭（牛轭） 	yoke
217 	扁担 	shoulder pole
218 	井 	well
219 	席子（草做的） 	straw drying mat
220 	席子（竹子做的） 	bamboo mat
221 	被子（棉被） 	quilt, blanket
222 	桌子 	table
223 	凳子 	stool, bench
224 	书，字 	book, writing
225 	端节（过端） 	Duan festival
226 	鼓 	drum
227 	锣 	gong
228 	铜鼓 	bronze drum
229 	陀螺 	top (game)
230 	圈（鸡圈） 	coop (chicken coop)
231 	窝（老鼠住的） 	a hole in the ground for some animals to live
232 	房间（房圈） 	small room
233 	厕所 	toilet
234 	墙壁（木房的） 	wall (in a wooden house)
235 	门 	door
236 	钥匙 	key
237 	瓦 	tile
238 	渔网 	net
239 	绳子 	rope
240 	布 	cloth
241 	布（在织布机里，还没织完） 	cloth (still being woven in loom, not finished yet)
242 	衣服 	clothes
243 	帽子 	hat
244 	斗笠 	bamboo hat
245 	手套 	glove
246 	袜子 	socks
247 	帕 	hankerchief
248 	药 	medicine
249 	力量 	strength
250 	钱 	money
251 	村寨 	village
252 	地区 	place
253 	车 	vehicle
254 	船（小） 	boat (small)
255 	木筏 	log-raft
256 	路 	road
257 	脚印（印迹） 	footprint, trace
258 	家 	home, household
259 	园（菜园） 	vegetable plot, garden
260 	影子 	shadow
261 	梦 	dream
262 	鬼（鬼神） 	ghost, god (a "large" spirit - can possess people etc.)
263 	人 	person
264 	父亲 	father
265 	母亲 	mother
266 	大舅（妈之兄） 	uncle
267 	小舅（妈之弟） 	uncle
268 	舅母（妈之姐） 	mother's older sister or older brother's wife
269 	爷爷 	grandfather
270 	奶奶 	grandmother
271 	丈夫 	husband
272 	妻子 	wife
273 	女婿 	son-in-law
274 	媳妇（儿媳） 	daughter-in-law, wife
275 	儿子 	son
276 	女儿 	daughter
277 	孙子 	grandchild
278 	哥哥 	elder brother
279 	姐姐 	elder sister
280 	弟或妹 	younger sibling
281 	崽 	young animal, whelp
282 	客人 	guest
283 	朋友 	friend
284 	汉族（或外来人） 	Han, outsider
285 	水族 	Shui
286 	苗族 	Miao
287 	瑶族 	Yao
288 	布依族 	Buyi
289 	侗族 	Dong
290 	驼背 	hunchback
291 	名字 	name
292 	吃 	to eat
293 	喝 	to drink
294 	喂（喂小孩） 	to feed (a child)
295 	养（养鸡） 	to raise
296 	孵 	to hatch
297 	舔 	to lick
298 	漱口 	to rinse out (one's mouth)
299 	买 	to buy
300 	卖 	to sell
301 	数 	to count
302 	得（获得） 	to get, to gain
303 	捡 	to pick up
304 	捉（捉鱼） 	to catch (a fish)
305 	扔 	to throw away, to discard
306 	换（交换） 	to change, to exchange, to swap
307 	给 	to give
308 	借 	to borrow
309 	偷 	to steal
310 	丢（丢失） 	to lose, to misplace
311 	拉（人） 	to drag, to pull
312 	拉（东西在地上） 	to drag, to pull
313 	拉上（裤筒, 袖子） 	to pull up (trouser legs, sleevesː pull all the way up)
314 	挽起（裤筒，袖子） 	to roll up (trouser legs, sleeves)
315 	卷起 	to roll up (paper, cloth, etc.)
316 	动 	to move
317 	去 	to go
318 	出（小鸡从鸡蛋里出来） 	to come out
319 	到 	to arrive
320 	来 	to come
321 	走（路） 	to walk
322 	散步 	to go for a walk
323 	玩 	to have fun
324 	上（上坡） 	to ascend, to climb, to get on (a bus)
325 	下（下坡） 	to descend, to come down
326 	爬（爬山） 	to climb
327 	过（经过） 	to pass, to go by, to cross
328 	追 	to chase, pursue
329 	陷脚 	to step into a hole or depression and fall, to trip
330 	骑 	to ride (a horse, a bicycle)
331 	踢（如用力踢开门） 	to kick
332 	落（掉） 	to fall, to drop
333 	坐 	to sit
334 	跪 	to kneel
335 	站 	to stand (up)
336 	靠 	to lean on (one object resting against a fixed object)
337 	靠（靠在一起，支撑） 	to rest on (two objects leaning against each other)
338 	置（被支撑） 	to rest upon (e.g. a stick resting on two objects to hold it up)
339 	睡 	to sleep
340 	歇 	to take a rest (for a short length of time)
341 	醒 	to wake up
342 	起来（起床） 	to rise, to get up
343 	洗澡 	to bathe
344 	游泳 	to swim
345 	潜水 	to dive
346 	沉 	to sink
347 	飞 	to fly
348 	洗（脸） 	to wash (hands, dishes)
349 	洗（衣服） 	to wash (clothes)
350 	犁（田） 	to plough
351 	薅 	to pull up (weeds)
352 	挖（从地里挖出土豆） 	to dig (a potato out of the ground)
353 	割（草） 	to cut (grass with a sickle), to mow
354 	磨（刀） 	to sharpen
355 	染 	to dye
356 	听 	to listen
357 	听见 	to hear
358 	思考，想 	to think, to consider
359 	挂念 	to miss (someone), to worry about (sb. who is absent)
360 	看 	to look
361 	寻找 	to look for, to search
362 	看见 	to see
363 	遇，遇见 	to bump into, to come across
364 	抬（起头来） 	to lift up, raise (one's head)
365 	望（远处） 	to gaze into the distance
366 	仰（仰头的状态） 	to face upward
367 	闻（用鼻子） 	to smell
368 	说（说汉话） 	to speak, to say
369 	说，指责（“我说你！”） 	to reprimand, to advise
370 	唱（水歌） 	to sing (trad. Sui songs)
371 	骂 	to scold
372 	陪 	to accompany
373 	问 	to ask
374 	聊天，玩 	to chat, to hang out
375 	撒谎，假 	to tell lies, false
376 	同意 	to agree
377 	愿意 	to be willing (to do sth.)
378 	笑 	to laugh
379 	哭 	to cry
380 	吹 	to blow
381 	解（解开鞋带 ） 	to untie
382 	吠 	to bark
383 	放（牛） 	to herd, to graze
384 	栽（菜） 	to grow (from seedling), to plant
385 	栽（秧） 	to plant (young rice plants)
386 	结（果子） 	to bear (fruit)
387 	叫（人过来） 	to call (sb. over), to be called
388 	摸 	to feel, touch, squeeze (to see if it's hard or soft)
389 	写 	to write
390 	佩戴（刀，手表等） 	to wear, to carry on one's body
391 	挑选 	to select, to choose
392 	躲 	to avoid, to hide
393 	倒（倒出来） 	to pour (to pour out)
394 	喷 	to spurt
395 	涂上（漆在棺材上） 	to apply (lacquer to a coffin)
396 	扫 	to sweep
397 	开（门） 	to open (a door wide)
398 	张（嘴） 	to open (mouth)
399 	关（门） 	finished
400 	闭（眼睛） 	to shut, close (eyes)
401 	衔 	to hold in one's mouth (e.g. a pipe)
402 	咬 	to bite
403 	点（头） 	to nod
404 	拧（毛巾） 	to wring (towel)
405 	反（把里面翻到外面） 	to turn inside out
406 	翻（翻身） 	to turn over
407 	翻（书） 	to turn (the pages of a book)
408 	织（布） 	to weave (cloth)
409 	编（篮子） 	to weave (a basket)
410 	缝（用手） 	to sew (by hand with needle)
411 	搭（桥） 	to build, erect (a simple bridge)
412 	完（用完了） 	finished
413 	成，成为 	to become
414 	责怪，抱怨 	to complain, grumble
415 	爱，疼爱（小孩） 	to love (a child)
416 	喜欢 	to like
417 	断（筷子断了） 	broken, snap (into two)
418 	撕开（撕成两块） 	to tear into two (paper)
419 	撕（撕布） 	to tear (cloth)
420 	弯（下身来） 	to bend (in order to pick something up)
421 	怕 	to fear
422 	罩（用罩盖菜） 	to cover (with a shade, e.g. covering many dishes to stop the flies getting at them)
423 	煮（菜；通称） 	to cook (food, dinner; general word)
424 	炒（菜） 	to fry, to stir-fry
425 	烤（肉串） 	to roast (meat sticks on a barbecue)
426 	泡（米） 	to soak (rice)
427 	熄灭 	to extinguish (pinch out a flame)
428 	削（皮） 	to peel, to pare (with knife)
429 	舂（米） 	to pound, pestle
430 	擦（擦桌子） 	to wipe (a table clean)
431 	搓洗（用力地） 	to scrub (with two hands)
432 	烤（火） 	to warm oneself (by a fire)
433 	烤，烘干（衣服） 	to warm (clothes in front of a fire order to dry them)
434 	晾（衣服） 	to dry clothes (in the wind)
435 	烧（地） 	to burn (fields)
436 	知道 	to know (a fact)
437 	认识 	to know (a person)
438 	等 	to wait, to greet, to welcome
439 	有 	to have
440 	拿（拿给你） 	to take (to take sth. to give to sb.)
441 	要 	to want, to take
442 	做（做事情） 	to do
443 	消失 	to disappear
444 	忘记 	to forget
445 	挑（水） 	to carry on a shoulder pole
446 	挎 	to carry over one's shoulder or on one's arm, e.g. a backpack, a handbag, etc.
447 	背（小孩） 	to carry (on back)
448 	抱（小孩） 	to hold (child)
449 	痛 	to hurt
450 	痒 	to itch
451 	抓痒 	to scratch (an itch)
452 	滴 	to drip
453 	出汗 	to perspire, to sweat
454 	打喷嚏 	to sneeze
455 	呕吐 	to vomit
456 	放屁 	to fart
457 	死 	to die
458 	杀 	to kill
459 	我 	1S I, me
460 	你 	2S you
461 	他 	3S he, she
462 	咱们 	1PL we (incl.)
463 	我们 	1PL we (excl.)
464 	你们 	2PL you
465 	他们 	3PL they
466 	这 	this
467 	那 	that
468 	什么？ 	what?
469 	谁 	who?
470 	哪里？ 	where?
471 	处〈方位词〉(如这里) 	place (location prefix)
472 	边（如那边） 	side
473 	左（左边） 	left
474 	右（右边） 	right
475 	中（中间） 	middle
476 	里（里面） 	in (inside)
477 	外（外面） 	out (outside)
478 	后（后面） 	behind, next (time)
479 	沿着（沿着路走） 	along
480 	在，住 	at, to live
481 	不 	no, not
482 	很，太 	very
483 	头，只〈量〉 	m.w. for animal
484 	一，单一 	one, single
485 	一（一个人） 	one
486 	一（第一） 	one
487 	二 	two
488 	二（第二） 	two
489 	三 	three
490 	四 	four
491 	五 	five
492 	六 	six
493 	七 	seven
494 	八 	eight
495 	九 	nine
496 	十 	ten
497 	百 	hundred
498 	零 	zero
499 	半（木头的一半） 	half (e.g. something long and straight cut into two; one of the halves)
500 	是 	to be
501 	贵 	expensive
502 	便宜 	cheap
503 	热（身体） 	hot (feel hot, but not çƒ«)
504 	冷（天气） 	cold (weather)
505 	冷（身体） 	cold (body)
506 	凉（凉快） 	cool, to be cold
507 	晴 	clear (day)
508 	亮 	bright
509 	暗（光线不好） 	dark, gloomy (in house)
510 	黑（黑夜） 	dark, black (e.g. at night)
511 	白（白色） 	white
512 	黑（黑色） 	black
513 	灰（灰色） 	grey
514 	红（红色） 	red
515 	黄（黄色） 	yellow
516 	绿（绿色） 	green
517 	早（早上，很早） 	early (in the morning)
518 	晚（晚上） 	late (in the evening)
519 	晚，迟（来得晚） 	late, delayed, tardy
520 	先 	first, before
521 	聪明，有智慧 	clever, wise
522 	机灵 	sharp, clever, intelligent
523 	傻 	silly, stupid
524 	漂亮 	beautiful
525 	聋 	deaf
526 	可惜 	a shame
527 	累 	tired
528 	烦闷（郁闷） 	bored, nothing to do, anxious
529 	懒 	lazy
530 	毛躁（容易发脾气） 	short-tempered, irritable
531 	癫，疯 	insane
532 	难（难学） 	difficult, hard
533 	辛苦 	toilsome, laborious
534 	生（肉） 	raw, fresh
535 	熟 	ripe, cooked
536 	饿 	hungry
537 	饱 	full, satiated
538 	满 	full
539 	剩（剩饭） 	left over
540 	香 	fragrant
541 	臭 	smelly, stinky
542 	好吃 	tasty
543 	甜 	sweet
544 	酸 	sour
545 	苦 	bitter
546 	咸 	salty
547 	腥（味） 	fishy (taste)
548 	涩（味） 	puckery, astringent
549 	淡 	bland
550 	脆 	crispy
551 	湿（衣服湿） 	wet (clothes)
552 	干（衣服干） 	dry (clothes)
553 	软 	soft
554 	硬 	hard
555 	圆（球形） 	round (spherical)
556 	厚 	thick
557 	薄 	thin (flat, e.g. piece of paper)
558 	细（沙子） 	fine (e.g. sand)
559 	窄 	narrow
560 	大 	big
561 	小 	small
562 	轻 	light (in weight)
563 	重 	heavy
564 	长 	long
565 	短 	short (in length)
566 	高 	high, tall
567 	矮 	low, short (in height)
568 	远 	far
569 	近 	near, close
570 	陡 	steep
571 	直 	straight
572 	深 	deep
573 	浅 	shallow
574 	紧（衣服紧） 	tight (e.g. clothes are tight)
575 	多 	many
576 	少 	few
577 	清楚（讲得清楚） 	clear
578 	干净（洗得干净的） 	clean
579 	凹 	concave, hollow, sunken
580 	尖 	pointed, sharp
581 	锋利 	sharp, to be
582 	肥 	fat
583 	瘦 	skinny, lean
584 	男 	male
585 	女 	female
586 	富 	rich
587 	穷 	poor, impoverished
588 	好 	good
589 	坏（电视机坏了） 	bad, broken
590 	快 	quick, fast
591 	慢（慢走！） 	slow
592 	新 	new
593 	旧 	old (thing)
594 	半新旧 	not old and not new
595 	乖，听话 	obedient, well-behaved
596 	勤劳 	diligent, hard-working
597 	泥，烂（马路） 	muddy and rocky (a road)
598 	一会儿（坐一会儿） 	a while
599 	一下（过来一下） 	for a moment
600 	一样（一模一样） 	the same (two objects are identical, e.g. two stools)
601 	像（他像他爸爸） 	to be alike (e.g. he looks like his father)
602 	一起，同（“我们一起去”） 	together ("We're going together")
603 	每（每个人，每天） 	every (everyone, every day)
604 	时刻，时候 	moment, time (the time when...)
605 	久（长时间） 	a long time
606 	刚刚（“他刚刚走”） 	just now, just (he's just gone)
607 	经常（“他经常去县城”） 	often (he often goes to town)
608 	了 〈语气〉（指完成式） 	particle for completed action
